title,release_date,runtime,budget,revenue,popularity,vote_average,vote_count,net_income
Watching the Detectives,2007-05-01,90.0,2000000,0,3.155603,6.6,17.0,-4000000
Mr. Untouchable,2007-10-25,92.0,0,0,1.102543,6.8,6.0,0
Blast of Silence,1961-03-31,77.0,0,0,0.683643,7.4,17.0,0
Felon,2008-07-17,103.0,2900000,0,9.094276,7.1,239.0,-5800000
Step Brothers,2008-07-25,98.0,65000000,128107642,8.579638,6.5,1084.0,-1892358
Brideshead Revisited,2008-07-25,133.0,20000000,13204291,11.069679,6.2,55.0,-26795709
The X Files: I Want to Believe,2008-07-24,104.0,30000000,68369434,9.863584,5.5,534.0,8369434
American Teen,2008-07-25,95.0,5000000,0,1.106762,6.5,16.0,-10000000
Man on Wire,2008-07-25,94.0,0,2957978,8.359021,7.5,282.0,2957978
CSNY/Déjà Vu,2008-01-25,96.0,0,0,0.005247,0.0,0.0,0
The Little Drummer Boy,1968-12-19,25.0,0,0,1.495847,6.1,18.0,0
The Little Mermaid II: Return to the Sea,2000-08-30,72.0,0,0,1.658407,5.9,342.0,0
The Colour of Magic,2008-03-23,191.0,0,0,9.762587,6.4,52.0,0
Hogfather,2006-12-18,185.0,9364800,0,4.167059,6.9,41.0,-18729600
Mulberry Street,2006-05-23,84.0,0,0,5.571451,5.3,39.0,0
Lost in Beijing,2007-02-16,112.0,0,0,3.250682,6.4,15.0,0
Pathology,2008-04-11,95.0,8000000,0,5.33161,5.6,147.0,-16000000
Love & Pop,1998-09-01,110.0,0,0,1.561896,7.0,10.0,0
The Tracey Fragments,2007-02-08,77.0,700000,31576,2.819298,5.9,36.0,-1368424
The Family Game,1983-05-04,107.0,0,0,1.475108,5.3,6.0,0
The Zone,2007-09-01,97.0,0,0,4.10002,6.3,26.0,0
Blindsight,2006-09-11,104.0,0,0,0.086952,8.0,2.0,0
The Edge of Love,2008-05-15,110.0,0,0,6.179073,6.1,81.0,0
The Godless Girl,1929-03-31,113.0,0,0,0.636876,7.5,2.0,0
Heart of a Dog,1988-01-01,136.0,0,0,2.870907,7.1,38.0,0
Bonneville,2006-09-11,93.0,0,0,2.29609,5.9,16.0,0
Frozen City,2006-11-11,92.0,0,0,0.110396,5.7,3.0,0
The Mummy: Tomb of the Dragon Emperor,2008-07-01,112.0,145000000,401128639,14.250227,5.2,1418.0,111128639
Swing Vote,2008-08-01,120.0,21000000,17600000,5.204249,5.8,66.0,-24400000
The Midnight Meat Train,2008-08-07,98.0,15000000,3533227,13.389735,6.0,294.0,-26466773
Frozen River,2008-08-01,97.0,0,0,4.747364,6.7,99.0,0
Sixty Six,2006-01-01,93.0,0,0,0.78269,6.4,10.0,0
Bottle Shock,2008-08-06,110.0,5000000,4040588,3.334353,6.6,60.0,-5959412
Vicky Cristina Barcelona,2008-08-15,96.0,15000000,96408652,9.648539,6.7,1050.0,66408652
Batman: Gotham Knight,2008-07-03,75.0,3500000,0,10.178874,6.7,171.0,-7000000
Fist of the North Star,1986-03-08,110.0,0,18000000,2.832555,7.0,40.0,18000000
Eve and the Fire Horse,2005-09-09,92.0,1500000,0,0.079412,7.0,2.0,-3000000
The End of Summer,1961-10-29,103.0,0,0,0.716547,7.9,18.0,0
A Moment to Remember,2004-11-05,144.0,4200000,0,5.216663,7.6,75.0,-8400000
Year of the Gun,1991-09-10,111.0,1182273,0,1.74562,4.2,9.0,-2364546
In Paris,2006-10-04,92.0,0,0,1.592146,6.7,25.0,0
The Walker,2007-02-13,108.0,10000000,0,12.717598,5.0,26.0,-20000000
Gigantics,1999-09-30,80.0,0,0,1.874545,7.9,28.0,0
Peppermint Candy,1999-12-31,130.0,0,0,1.785904,7.7,41.0,0
Pineapple Express,2008-08-06,111.0,27000000,101624843,8.461369,6.6,1169.0,47624843
Red Cliff,2008-07-10,150.0,80341000,127814609,11.867516,7.1,207.0,-32867391
The Worlds Greatest Lover,1977-12-18,89.0,0,0,0.868948,6.0,9.0,0
WΔZ,2007-05-19,104.0,0,0,10.543375,5.5,43.0,0
Silent Light,2007-10-02,142.0,0,0,1.933187,7.1,27.0,0
The Take,2007-01-01,96.0,0,0,1.550464,5.4,8.0,0
Expired,2007-01-19,107.0,0,0,0.44864,6.6,10.0,0
The Sisterhood of the Traveling Pants 2,2008-08-06,117.0,27000000,44352417,4.631978,6.1,244.0,-9647583
Hell Ride,2008-08-08,84.0,0,194287,5.208993,5.5,55.0,194287
Elegy,2008-08-08,112.0,13000000,14894347,6.829658,6.4,73.0,-11105653
The Good Humor Man,2008-02-19,112.0,1000000,0,0.336161,7.0,2.0,-2000000
Bomb It,2007-04-27,93.0,0,0,0.477894,6.6,5.0,0
Still Life,2007-07-20,15.0,0,0,0.432542,7.8,4.0,0
Bathory: Countess of Blood,2008-07-04,141.0,0,0,3.78669,5.5,32.0,0
Quid Pro Quo,2008-06-13,82.0,0,0,1.138929,6.0,6.0,0
Black Caesar,1973-02-07,94.0,0,0,2.707671,5.7,21.0,0
High School Musical 2,2007-08-17,104.0,0,7000000,6.529094,6.1,884.0,7000000
Tropic Thunder,2008-08-09,107.0,92000000,188072649,8.980941,6.5,1707.0,4072649
The Objective,2008-04-28,90.0,0,0,8.227236,5.8,56.0,0
Star Wars: The Clone Wars,2008-08-05,98.0,8500000,68282844,8.524857,5.8,434.0,51282844
Henry Poole Is Here,2008-08-15,99.0,0,1829917,5.923904,5.8,64.0,1829917
In the City of Sylvia,2007-09-14,84.0,0,0,0.727337,6.9,9.0,0
Mutant Chronicles,2008-08-07,111.0,8000000,2033165,6.603748,5.1,142.0,-13966835
13 Beloved,2006-10-04,114.0,0,0,2.934419,6.4,50.0,0
Waltz with Bashir,2008-06-25,90.0,2000000,11125849,7.636625,7.8,294.0,7125849
Let the Right One In,2008-01-26,115.0,4000000,10785801,7.274237,7.5,997.0,2785801
Hamlet 2,2008-01-21,92.0,0,0,5.654268,6.1,56.0,0
Death Race,2008-08-22,105.0,45000000,73762516,13.53003,6.0,1205.0,-16237484
The House Bunny,2008-08-22,97.0,25000000,70442940,9.920106,5.6,548.0,20442940
The Longshots,2008-08-22,94.0,0,0,5.48672,6.5,11.0,0
The Rocker,2008-08-20,102.0,15000000,8762890,9.469873,5.6,159.0,-21237110
I.O.U.S.A.,2008-01-19,85.0,0,0,0.819308,7.0,15.0,0
Mirrors,2008-08-15,110.0,35000000,72436439,8.612618,6.0,494.0,2436439
A Girl Cut in Two,2007-08-08,115.0,0,0,1.824206,6.0,19.0,0
Fly Me to the Moon,2008-08-15,84.0,25000000,0,4.729184,4.4,46.0,-50000000
Trumbo,2007-09-10,96.0,0,0,1.666664,7.5,6.0,0
Variety Lights,1950-12-06,93.0,0,0,0.679762,6.6,11.0,0
Path to War,2002-01-01,165.0,0,0,1.365035,5.9,10.0,0
Sukiyaki Western Django,2007-09-15,121.0,3800000,2725258,9.239882,6.3,79.0,-4874742
American Zombie,2007-01-18,90.0,0,0,1.289763,4.9,10.0,0
Noise,2008-05-09,92.0,0,0,1.894402,5.5,20.0,0
Return to House on Haunted Hill,2007-10-03,81.0,0,0,14.820751,5.1,58.0,0
Feed,2005-05-11,101.0,0,0,5.628521,5.7,38.0,0
Somers Town,2008-08-22,71.0,0,0,1.532799,6.9,24.0,0
Burn After Reading,2008-09-05,96.0,37000000,163720069,13.206799,6.5,1251.0,89720069
Disaster Movie,2008-08-29,87.0,25000000,14109284,11.634132,3.1,250.0,-35890716
Babylon A.D.,2008-08-20,101.0,70000000,72108608,9.273808,5.4,687.0,-67891392
Traitor,2008-08-23,114.0,22000000,23530831,7.859606,6.6,210.0,-20469169
College,2008-08-28,94.0,7000000,6230276,10.36168,4.8,48.0,-7769724
Trouble the Water,2008-01-20,93.0,0,0,1.438503,6.4,7.0,0
The Women,2008-09-12,114.0,16000000,50007546,6.62363,4.6,96.0,18007546
The Woman in Black,1989-12-24,100.0,0,0,7.551569,6.7,43.0,0
The Onion Movie,2008-05-31,80.0,0,0,5.694713,6.1,50.0,0
Sergeant Rutledge,1960-05-18,111.0,0,0,4.972855,6.7,22.0,0
The Mother of Tears,2007-09-06,102.0,3500000,54947,34.145916,4.1,135.0,-6945053
The Spirit,2008-12-25,103.0,60000000,39031337,5.762005,4.7,323.0,-80968663
John Adams,2008-03-16,501.0,0,0,2.794764,7.6,70.0,0
Tobacco Road,1941-02-20,84.0,0,0,1.072216,6.8,12.0,0
Oh! What a Lovely War,1969-03-10,138.0,0,0,0.981738,6.4,12.0,0
The Burning Plain,2008-07-11,111.0,20000000,0,7.02914,6.6,104.0,-40000000
The Seventh Cross,1944-07-24,110.0,0,0,0.283062,5.3,5.0,0
Bangkok Dangerous,2008-08-21,99.0,45000000,42487390,6.576009,5.0,336.0,-47512610
Everybody Wants to Be Italian,2007-09-18,105.0,1100000,0,0.5455,5.5,7.0,-2200000
The Boys in Company C,1978-02-02,125.0,0,0,1.690559,6.2,29.0,0
A Secret,2007-10-03,105.0,0,0,2.546955,6.7,41.0,0
August Evening,2007-06-21,128.0,0,0,0.038979,5.0,1.0,0
Flash Point,2007-07-26,88.0,8000000,0,7.039209,6.8,70.0,-16000000
The Fifth Commandment,2008-08-21,87.0,0,0,1.679378,5.2,12.0,0
The Subtenant,2008-09-12,104.0,1300000,0,1.063304,5.0,11.0,-2600000
The Jammed,2007-01-01,89.0,0,0,1.377544,7.0,7.0,0
Pu-239,2006-01-01,97.0,0,0,1.612168,6.8,12.0,0
Sunflower,2005-09-10,129.0,0,0,0.630693,7.0,6.0,0
Son of Lassie,1945-01-01,102.0,0,0,0.631099,3.5,4.0,0
Flu Bird Horror,2008-08-23,89.0,0,0,1.326206,3.5,6.0,0
Dark Blue Almost Black,2006-03-24,105.0,0,0,2.486575,6.7,23.0,0
The Foot Fist Way,2006-06-24,85.0,79000,245000,2.066141,6.0,35.0,87000
Altered,2006-01-01,88.0,8000000,0,4.370963,5.0,61.0,-16000000
Thieves,2007-08-08,105.0,0,0,0.717736,6.8,4.0,0
Righteous Kill,2008-09-11,101.0,60000000,73174566,7.094624,5.9,382.0,-46825434
Lakeview Terrace,2008-09-19,110.0,20000000,27640028,13.857624,5.9,294.0,-12359972
To Rob a Thief,2007-08-31,98.0,4002313,6,1.02071,6.0,4.0,-8004620
Shadows in Paradise,1986-10-16,76.0,0,0,2.29211,7.1,35.0,0
Ghost Town,2008-09-19,102.0,0,0,12.994773,6.4,288.0,0
Maradona by Kusturica,2008-05-20,90.0,0,0,1.391898,5.8,18.0,0
Accused,2005-01-28,103.0,0,0,4.091216,7.3,10.0,0
Import/Export,2007-05-21,135.0,0,0,4.824224,6.5,20.0,0
The Crow IV: Wicked Prayer,2005-05-13,99.0,0,0,4.807389,3.1,46.0,0
In Bed,2005-08-03,85.0,0,0,1.029472,5.1,14.0,0
Jam,2007-07-03,91.0,0,0,0.055485,0.0,0.0,0
"Africa, Goodbye",1966-02-11,122.0,0,0,1.279431,7.7,3.0,0
Private Parts,1972-09-01,87.0,0,0,0.578458,5.8,8.0,0
Freebie and the Bean,1974-12-25,113.0,0,0,2.254126,6.8,12.0,0
Sawdust and Tinsel,1953-09-14,93.0,0,0,2.119501,7.3,35.0,0
Humboldt County,2008-01-01,97.0,0,0,4.270808,4.6,8.0,0
100 Feet,2008-07-22,105.0,10000000,0,5.325375,5.6,96.0,-20000000
Boot Camp,2008-02-07,99.0,14000000,0,4.432452,6.1,66.0,-28000000
On the Beach,2000-05-28,195.0,0,0,6.10978,6.1,23.0,0
An Autumn Afternoon,1962-11-18,112.0,0,0,2.357072,7.9,40.0,0
Moonbase,1997-12-06,90.0,0,0,0.172094,5.0,2.0,0
Appaloosa,2008-09-12,115.0,20000000,20211394,12.392754,6.3,305.0,-19788606
Miracle at St. Anna,2008-09-15,160.0,45000000,9323833,11.221186,6.3,90.0,-80676167
So Normal,2003-10-23,110.0,0,0,2.119218,6.4,26.0,0
The Steamroller and the Violin,1961-12-30,46.0,0,0,1.419898,6.4,23.0,0
Dead Fury,2008-08-05,82.0,0,0,0.417365,5.3,3.0,0
Tears of April,2008-08-29,115.0,0,0,0.14983,7.0,2.0,0
Zuzu Angel,2006-08-04,108.0,0,0,0.444839,6.5,10.0,0
1984,1956-03-06,90.0,0,0,6.113449,7.0,23.0,0
"Home Among Strangers, a Stranger Among His Own",1974-11-11,97.0,0,0,0.907144,5.7,9.0,0
Dead Mans Letters,1986-12-12,87.0,0,0,0.887192,6.9,25.0,0
Eagle Eye,2008-09-25,118.0,80000000,178066569,14.324875,6.3,1038.0,18066569
How to Lose Friends & Alienate People,2008-10-02,110.0,27000000,17286299,11.981531,6.2,247.0,-36713701
Six Shooter,2004-01-01,27.0,200000,0,2.737149,7.5,42.0,-400000
Nights in Rodanthe,2008-09-26,97.0,0,84375061,5.95117,5.9,160.0,84375061
Look Back in Anger,1959-05-28,98.0,0,0,1.490532,7.1,16.0,0
Nick and Norahs Infinite Playlist,2008-10-03,89.0,9000000,32973937,12.992176,6.4,387.0,14973937
The Secrets,2007-06-14,120.0,0,0,1.9306,6.4,7.0,0
Marjoe,1972-07-24,88.0,0,0,0.06978,8.5,6.0,0
Martyrs,2008-09-03,99.0,6500000,0,7.716326,7.3,581.0,-13000000
Supermarket Woman,1996-06-15,127.0,0,0,0.596047,5.7,3.0,0
Sound of the Mountain,1954-01-15,96.0,0,0,0.980417,6.8,16.0,0
"Sexo, Amor e Traição",2004-01-02,90.0,0,0,0.305481,6.2,5.0,0
Red,2008-10-07,90.0,2500000,0,3.520622,6.9,51.0,-5000000
Part of the Weekend Never Dies,2008-04-24,60.0,0,0,1.517989,4.5,3.0,0
The Music Room,1958-10-10,100.0,0,0,1.28194,7.7,31.0,0
Gomorrah,2008-05-16,135.0,0,0,13.439495,6.7,228.0,0
The Funeral,1984-11-17,124.0,0,0,0.114527,7.1,9.0,0
The Accidental Husband,2008-02-29,90.0,0,22707064,8.761268,5.2,179.0,22707064
KM 31: Kilometer 31,2006-10-19,103.0,0,0,1.701171,5.2,23.0,0
The Duchess,2008-09-05,110.0,0,0,9.835473,6.7,406.0,0
Alone in the Dark 2,2008-09-01,88.0,4600000,0,8.238787,3.1,23.0,-9200000
"The Tulse Luper Suitcases, Part 1: The Moab Story",2003-05-24,127.0,10000000,25800,0.524432,7.8,5.0,-19974200
Dead Leaves,2004-01-16,52.0,0,0,1.254481,7.4,27.0,0
The Wrong Man,1993-09-05,104.0,0,0,1.972377,4.8,5.0,0
Rachel Getting Married,2008-10-03,113.0,0,0,13.44059,6.1,165.0,0
Body of Lies,2008-10-10,128.0,70000000,113280098,12.886125,6.5,919.0,-26719902
City of Ember,2008-10-07,90.0,55000000,17869048,8.061467,6.2,614.0,-92130952
Magicians,2007-05-18,90.0,0,1752038,6.478953,6.2,25.0,1752038
"20,000 Leagues Under the Sea",1916-12-24,105.0,200000,8000000,0.917777,6.0,7.0,7600000
Ace High,1968-10-02,132.0,0,0,3.785942,6.1,28.0,0
Autism: The Musical,2007-01-01,93.0,0,0,0.366348,6.5,2.0,0
Max Payne,2008-10-15,100.0,35000000,85416905,10.08043,5.2,625.0,15416905
The Pool,2008-09-03,98.0,0,0,0.196489,7.3,3.0,0
Zack and Miri Make a Porno,2008-09-18,102.0,24000000,42105111,6.449332,6.1,734.0,-5894889
W.,2008-10-17,131.0,25100000,29506464,8.937049,6.0,144.0,-20693536
My Best Friends Girl,2008-09-19,101.0,20000000,36620508,14.114136,5.4,223.0,-3379492
Family Life,1971-12-01,108.0,0,0,2.034236,6.7,9.0,0
Adios Sabata,1970-09-30,104.0,0,0,1.239092,5.5,9.0,0
"Synecdoche, New York",2008-10-24,124.0,21000000,0,6.295807,7.4,286.0,-42000000
Come to the Stable,1949-01-01,94.0,0,0,0.107344,7.0,1.0,0
The Drowning Pool,1975-07-01,108.0,0,0,3.027586,6.5,21.0,0
The Secret Life of Bees,2008-09-17,114.0,11000000,38105395,6.390463,7.4,159.0,16105395
Flash of Genius,2008-09-07,119.0,0,0,3.250891,6.3,61.0,0
An American Carol,2008-10-03,83.0,20000000,7000000,2.151159,4.1,20.0,-33000000
The Banishment,2007-06-01,157.0,0,0,2.203486,6.8,22.0,0
The Wave,2008-03-11,107.0,7500000,19000000,6.010332,7.5,870.0,4000000
Two Worlds,2007-11-21,105.0,0,0,1.677289,4.7,32.0,0
Tokyo-Ga,1985-04-26,92.0,0,0,2.306683,6.8,13.0,0
Black River,1957-10-23,114.0,0,0,0.524628,6.1,4.0,0
Fallout,1998-01-01,90.0,0,0,1.687428,0.0,0.0,0
"Angus, Thongs and Perfect Snogging",2008-07-25,100.0,1,0,8.896155,6.4,231.0,-2
Bad Eggs,2003-07-24,98.0,0,0,1.0044,5.1,4.0,0
The Family That Preys,2008-09-12,111.0,0,0,1.197865,5.9,15.0,0
The Flight Before Christmas,2008-09-22,80.0,6100000,0,2.481381,5.4,28.0,-12200000
Quarantine,2008-10-10,89.0,12000000,40855419,6.140116,5.6,343.0,16855419
Typhoon Club,1985-08-31,115.0,0,0,0.89391,6.0,7.0,0
Black Moon,1975-09-24,100.0,0,0,9.2161,6.8,39.0,0
My Sons,1991-10-12,120.0,0,0,0.0,0.0,0.0,0
Lost Boys: The Tribe,2008-07-29,94.0,0,0,4.560963,4.6,48.0,0
Pride and Glory,2008-09-09,130.0,30000000,31148328,5.844016,6.3,243.0,-28851672
Fifty Pills,2006-04-26,85.0,0,0,5.796823,5.3,15.0,0
The Express,2008-10-10,130.0,40000000,9793496,4.929912,7.1,71.0,-70206504
Lone Wolf and Cub: Baby Cart to Hades,1972-08-01,89.0,0,0,1.645563,6.7,30.0,0
Lone Wolf and Cub: Baby Cart in Peril,1972-11-15,81.0,0,0,1.609864,6.9,29.0,0
Babylon 5: The Legend of the Rangers - To Live and Die in Starlight,2002-01-19,90.0,0,0,2.698788,5.9,27.0,0
Babylon 5: The Lost Tales - Voices in the Dark,2007-07-31,75.0,0,0,4.547604,6.4,29.0,0
The Love of Siam,2007-11-22,154.0,0,0,1.843725,6.9,19.0,0
RockNRolla,2008-09-04,114.0,18000000,25739015,7.263988,6.9,851.0,-10260985
Zen Noir,2004-04-21,71.0,0,0,0.007565,0.0,0.0,0
High School Musical 3: Senior Year,2008-10-22,116.0,0,0,7.343504,6.1,858.0,0
The Wicked Lady,1945-11-15,104.0,0,0,0.689703,5.7,10.0,0
I Can Get it For You Wholesale,1951-04-05,91.0,0,0,0.044533,6.5,1.0,0
The Adventures of Huckleberry Finn,1939-02-10,91.0,0,0,0.23574,7.0,3.0,0
Resistance,2003-07-16,92.0,0,0,0.010317,0.0,0.0,0
Futurama: Benders Game,2008-11-03,88.0,0,0,5.829662,6.9,152.0,0
Tin Man,2007-04-17,270.0,0,0,6.362129,6.6,57.0,0
Into the West,2005-06-10,552.0,0,0,0.920023,7.8,15.0,0
The Adventures of Tom Sawyer,1938-02-11,90.0,0,0,0.979391,6.7,11.0,0
Madagascar: Escape 2 Africa,2008-10-30,89.0,150000000,603900354,12.668733,6.2,1866.0,303900354
Admiral,2008-06-06,123.0,2000000,38135878,3.462653,6.8,41.0,34135878
The Affairs of Anatol,1921-09-25,117.0,0,0,0.083294,6.0,1.0,0
Blindness,2008-05-14,121.0,25000000,19844979,7.462378,6.4,393.0,-30155021
Changeling,2008-01-30,141.0,55000000,113020255,11.672394,7.3,1151.0,3020255
Guinea Pig 2: Flower of Flesh and Blood,1985-10-07,42.0,0,0,1.714745,4.8,31.0,0
The Road,2009-11-25,111.0,32000000,27635305,14.958098,6.8,1113.0,-36364695
Slumdog Millionaire,2008-05-12,120.0,15000000,377910544,11.258181,7.6,2918.0,347910544
Quantum of Solace,2008-10-30,106.0,200000000,586090727,13.67812,6.1,3015.0,186090727
Filth and Wisdom,2008-02-13,81.0,0,0,1.250852,5.4,7.0,0
A Tale of Two Cities,1958-02-07,115.0,0,0,2.584719,6.1,9.0,0
Role Models,2008-02-03,99.0,28000000,92380927,7.646215,6.4,575.0,36380927
The Great K&A Train Robbery,1926-10-17,53.0,0,0,0.171735,5.0,2.0,0
Rockin In The Rockies,1945-04-17,63.0,0,0,1.278285,3.0,2.0,0
Tokyo!,2008-05-14,112.0,0,0,2.033465,6.9,31.0,0
Tokyo Gore Police,2008-10-03,110.0,0,0,4.496374,5.8,84.0,0
Kozara,1962-05-15,124.0,0,0,0.526429,5.1,4.0,0
Sauna,2010-06-25,85.0,0,0,3.176768,6.3,33.0,0
Chaotic Ana,2007-08-24,119.0,6500000,0,4.502465,6.9,19.0,-13000000
JCVD,2008-06-04,96.0,6000000,276891,6.670933,6.6,155.0,-11723109
Repast,1951-11-23,97.0,0,0,0.732005,8.0,7.0,0
Feiern,2006-06-06,81.0,0,0,0.163387,8.0,1.0,0
Happily Ever After,1990-06-20,75.0,0,0,0.875785,6.0,6.0,0
Cinderella,1997-11-02,88.0,0,0,2.102013,6.1,28.0,0
Gold Raiders,1951-09-09,56.0,0,0,0.014647,0.0,0.0,0
Slacker Uprising,2007-09-27,102.0,0,0,1.202312,5.9,10.0,0
Crows Zero,2007-10-26,130.0,0,0,6.110693,7.0,77.0,0
The Man Who Challenged the Devil,2007-09-28,106.0,0,0,0.842214,6.8,8.0,0
The Winning of Barbara Worth,1926-10-14,89.0,0,0,0.709828,7.0,3.0,0
The Whole Towns Talking,1935-02-22,93.0,0,0,0.887774,5.7,7.0,0
The War Lord,1965-11-17,123.0,0,0,7.704667,5.9,13.0,0
Krabat and the Legend of the Satanic Mill,2008-09-07,120.0,8000000,0,4.562917,6.1,63.0,-16000000
Säg att du älskar mig,2006-08-25,87.0,0,0,0.318888,4.3,2.0,0
Christmas Story,2007-11-16,83.0,0,0,2.573902,7.3,26.0,0
The Guard Post,2008-04-03,121.0,0,0,1.633884,5.7,20.0,0
Every Stewardess Goes to Heaven,2002-03-21,93.0,0,0,0.166116,5.0,1.0,0
Goyokin,1969-05-01,124.0,0,0,0.538421,7.2,11.0,0
Camp Rock,2008-06-20,94.0,0,0,5.840379,6.0,432.0,0
Farscape: The Peacekeeper Wars,2004-01-01,182.0,0,0,5.715534,7.5,74.0,0
Saw V,2008-10-23,92.0,10800000,113857533,10.165499,6.0,848.0,92257533
A Christmas Tale,2008-05-16,152.0,0,7356393,3.855934,6.7,31.0,7356393
Critters 4,1992-08-20,100.0,0,0,8.537871,4.3,46.0,0
Restaurant,1998-04-18,107.0,0,0,0.014898,0.0,0.0,0
Sex Drive,2008-10-16,109.0,19000000,18755936,9.106146,6.0,348.0,-19244064
Soul Men,2008-11-07,103.0,0,0,8.826924,6.3,47.0,0
While She Was Out,2008-10-27,108.0,6000000,391410,9.002146,4.8,36.0,-11608590
The Island,2006-11-23,112.0,0,0,2.242361,6.5,38.0,0
Beverly Hills Chihuahua,2008-10-03,91.0,20000000,149281606,9.569765,4.9,217.0,109281606
Half Moon,2006-09-01,107.0,0,0,0.74318,6.4,4.0,0
Purple Violets,2007-04-30,103.0,4000000,0,2.266369,5.7,9.0,-8000000
Christmas on Mars,2008-11-11,82.0,0,0,0.315741,7.3,3.0,0
The Blue Hour,2007-01-01,92.0,0,0,0.152984,8.0,1.0,0
Fanny,1961-06-28,134.0,0,0,0.670182,5.8,9.0,0
The Free Will,2006-08-23,163.0,0,0,1.038858,6.6,11.0,0
Hanzo the Razor: Sword of Justice,1972-12-30,108.0,0,0,0.866779,6.0,15.0,0
Where a Good Man Goes,1999-05-06,90.0,0,0,0.050215,0.0,0.0,0
The Face of Another,1966-07-15,124.0,0,0,2.674886,7.6,49.0,0
The Gaucho,1927-11-21,95.0,0,0,0.602791,5.0,1.0,0
Don Q Son of Zorro,1925-06-15,111.0,0,0,0.264033,7.0,3.0,0
Three Monkeys,2008-05-16,109.0,0,0,2.632026,6.6,34.0,0
Casanova 70,1965-06-15,125.0,0,0,1.807802,6.6,10.0,0
Bellissima,1951-12-27,108.0,0,0,1.928674,7.4,23.0,0
Tattooed Life,1965-11-13,87.0,0,0,0.500516,8.0,5.0,0
Bullfighter and the Lady,1951-04-26,87.0,0,0,0.410445,4.0,3.0,0
The Living Sea,1995-02-01,40.0,0,87600000,1.081517,5.4,5.0,87600000
The Dirty Dozen: Next Mission,1985-02-04,95.0,0,0,2.086634,3.9,11.0,0
The Dirty Dozen: The Deadly Mission,1987-03-01,90.0,0,0,2.562477,4.0,6.0,0
Wagon Master,1950-04-19,86.0,0,0,11.445717,6.2,20.0,0
Ring of Darkness,2004-02-28,85.0,750000,0,0.961042,5.5,2.0,-1500000
The Class,2008-09-24,128.0,0,28814580,10.940451,6.9,179.0,28814580
When Willie Comes Marching Home,1950-02-01,82.0,0,0,0.148705,7.0,4.0,0
Splinter,2008-10-31,82.0,0,124191,7.498032,6.0,213.0,124191
Confessions of a Superhero,2007-11-02,92.0,0,0,0.874621,7.1,9.0,0
The Manson Family,2003-08-18,95.0,0,0,0.683586,3.6,10.0,0
Kanak Attack,2000-11-16,86.0,0,0,0.154169,7.0,2.0,0
Australia,2008-11-18,165.0,130000000,49554002,9.566135,6.3,712.0,-210445998
Bolt,2008-11-21,98.0,150000000,309979994,15.580915,6.3,1798.0,9979994
Revenge of the Zombies,1943-09-17,61.0,0,0,0.476775,5.0,4.0,0
Milk,2008-11-26,128.0,20000000,54586584,10.680121,7.1,628.0,14586584
The Devil-Doll,1936-07-10,78.0,0,0,1.155181,6.7,22.0,0
Twilight,2008-11-20,122.0,37000000,392616625,31.282029,5.8,3688.0,318616625
The Children,2008-12-05,84.0,0,0,7.320166,6.3,116.0,0
Transporter 3,2008-11-26,104.0,30000000,108979549,9.296824,5.9,1110.0,48979549
Four Christmases,2008-11-26,88.0,80000000,163733697,7.210383,5.3,337.0,3733697
The Boy in the Striped Pyjamas,2008-05-07,94.0,12500000,20416563,8.912738,7.7,1492.0,-4583437
Surveillance,2008-02-08,97.0,3500000,1115493,6.804406,6.0,111.0,-5884507
Stuff and Dough,2001-06-01,90.0,0,0,0.313928,7.4,9.0,0
Fireproof,2008-09-26,122.0,500000,33456317,5.329195,7.0,100.0,32456317
Igor,2008-09-19,87.0,25000000,30000000,9.369432,5.6,154.0,-20000000
The Devils Chair,2007-09-12,91.0,0,0,2.420788,4.1,21.0,0
Dinotopia,2002-05-12,250.0,0,0,6.979858,5.8,71.0,0
Hunger,2008-05-15,96.0,0,2724474,14.322814,7.2,311.0,2724474
Cadillac Records,2008-12-05,109.0,12000000,0,8.878391,6.9,89.0,-24000000
Punisher: War Zone,2008-12-05,102.0,20500000,10089373,8.333526,5.6,298.0,-30910627
The Guyver,1991-01-01,88.0,0,0,2.345714,5.5,30.0,0
Flashbacks of a Fool,2008-10-17,110.0,0,1107542,3.936673,7.1,43.0,1107542
Charulata,1964-04-17,117.0,0,0,0.823651,7.2,26.0,0
Lady with the Dog,1960-01-28,83.0,0,0,0.494283,4.6,6.0,0
The Bell Boy,1918-03-18,33.0,0,0,0.214742,6.0,3.0,0
Shrek the Halls,2007-11-28,28.0,60000000,0,7.081997,5.8,179.0,-120000000
The Lovers,1958-09-05,90.0,0,0,2.461408,6.5,15.0,0
The Blue Light,1932-03-24,85.0,0,0,0.28348,6.3,7.0,0
The Perverts Guide to Cinema,2006-10-06,150.0,0,0,1.873131,7.2,40.0,0
Hospital,1970-02-01,84.0,0,0,0.451368,5.9,4.0,0
Women of the Night,1948-05-26,74.0,0,0,0.530321,6.8,4.0,0
A Matter of Loaf and Death,2008-12-03,30.0,0,0,10.898525,7.2,120.0,0
Ace of Hearts,2008-05-06,100.0,0,0,0.539413,5.7,6.0,0
A Friend of Mine,2006-10-05,84.0,0,0,1.813452,7.5,19.0,0
The Long Night,1947-05-28,101.0,0,0,1.780882,4.2,9.0,0
Fools Parade,1971-08-18,98.0,0,0,0.772388,7.1,4.0,0
Gypsy,1993-12-12,153.0,0,0,1.445489,4.8,6.0,0
